identificador_cliente,sector_economico,fecha_afiliacion
7455,Minería/Servicios,2020-09-25
7456,Comercio Minorista,2020-09-25
7457,Independientes,2020-09-26
7458,Comercio Minorista,2020-09-26
7459,Independientes,2020-09-26
7460,Minería/Servicios,2020-09-26
7461,Ganadería/Agro,2020-09-26
7462,Minería/Servicios,2020-09-26
7463,Independientes,2020-09-26
7464,Comercio Minorista,2020-09-26
7465,Minería/Servicios,2020-09-26
7466,Comercio Minorista,2020-09-26
7467,Comercio Minorista,2020-09-26
7468,Comercio Minorista,2020-09-26
7469,Minería/Servicios,2020-09-26
7470,Comercio Minorista,2020-09-26
7471,Comercio Minorista,2020-09-26
7472,Minería/Servicios,2020-09-26
7473,Comercio Minorista,2020-09-26
7474,Minería/Servicios,2020-09-26
7475,Independientes,2020-09-26
7476,Independientes,2020-09-26
7477,Independientes,2020-09-26
7478,Comercio Minorista,2020-09-26
7479,Ganadería/Agro,2020-09-26
7480,Ganadería/Agro,2020-09-26
7481,Comercio Minorista,2020-09-27
7482,Ganadería/Agro,2020-09-27
7483,Minería/Servicios,2020-09-27
7484,Ganadería/Agro,2020-09-27
7485,Comercio Minorista,2020-09-27
7486,Comercio Minorista,2020-09-27
7487,Minería/Servicios,2020-09-27
7488,Independientes,2020-09-27
7489,Comercio Minorista,2020-09-27
7490,Minería/Servicios,2020-09-27
7491,Ganadería/Agro,2020-09-27
7492,Ganadería/Agro,2020-09-27
7493,Minería/Servicios,2020-09-27
7494,Minería/Servicios,2020-09-27
7495,Comercio Minorista,2020-09-27
7496,Ganadería/Agro,2020-09-27
7497,Minería/Servicios,2020-09-27
7498,Ganadería/Agro,2020-09-27
7499,Minería/Servicios,2020-09-27
7500,Ganadería/Agro,2020-09-27
7501,Independientes,2020-09-27
7502,Comercio Minorista,2020-09-27
7503,Ganadería/Agro,2020-09-27
7504,Independientes,2020-09-27
7505,Ganadería/Agro,2020-09-28
7506,Ganadería/Agro,2020-09-28
7507,Independientes,2020-09-28
7508,Ganadería/Agro,2020-09-28
7509,Ganadería/Agro,2020-09-28
7510,Comercio Minorista,2020-09-28
7511,Independientes,2020-09-28
7512,Independientes,2020-09-28
7513,Minería/Servicios,2020-09-28
7514,Ganadería/Agro,2020-09-28
7515,Comercio Minorista,2020-09-28
7516,Ganadería/Agro,2020-09-28
7517,Ganadería/Agro,2020-09-28
7518,Minería/Servicios,2020-09-28
7519,Ganadería/Agro,2020-09-28
7520,Comercio Minorista,2020-09-28
7521,Comercio Minorista,2020-09-28
7522,Minería/Servicios,2020-09-28
7523,Ganadería/Agro,2020-09-28
7524,Comercio Minorista,2020-09-28
7525,Ganadería/Agro,2020-09-28
7526,Ganadería/Agro,2020-09-28
7527,Ganadería/Agro,2020-09-28
7528,Minería/Servicios,2020-09-28
7529,Ganadería/Agro,2020-09-29
7530,Comercio Minorista,2020-09-29
7531,Ganadería/Agro,2020-09-29
7532,Comercio Minorista,2020-09-29
7533,Ganadería/Agro,2020-09-29
7534,Comercio Minorista,2020-09-29
7535,Comercio Minorista,2020-09-29
7536,Ganadería/Agro,2020-09-29
7537,Ganadería/Agro,2020-09-29
7538,Comercio Minorista,2020-09-29
7539,Independientes,2020-09-29
7540,Minería/Servicios,2020-09-29
7541,Independientes,2020-09-29
7542,Independientes,2020-09-29
7543,Ganadería/Agro,2020-09-29
7544,Minería/Servicios,2020-09-29
7545,Independientes,2020-09-29
7546,Ganadería/Agro,2020-09-29
7547,Independientes,2020-09-29
7548,Independientes,2020-09-29
7549,Ganadería/Agro,2020-09-29
7550,Ganadería/Agro,2020-09-29
7551,Ganadería/Agro,2020-09-29
7552,Minería/Servicios,2020-09-29
7553,Independientes,2020-09-30
7554,Ganadería/Agro,2020-09-30
7555,Comercio Minorista,2020-09-30
7556,Independientes,2020-09-30
7557,Comercio Minorista,2020-09-30
7558,Minería/Servicios,2020-09-30
7559,Ganadería/Agro,2020-09-30
7560,Comercio Minorista,2020-09-30
7561,Minería/Servicios,2020-09-30
7562,Ganadería/Agro,2020-09-30
7563,Comercio Minorista,2020-09-30
7564,Comercio Minorista,2020-09-30
7565,Minería/Servicios,2020-09-30
7566,Ganadería/Agro,2020-09-30
7567,Ganadería/Agro,2020-09-30
7568,Comercio Minorista,2020-09-30
7569,Comercio Minorista,2020-09-30
7570,Comercio Minorista,2020-09-30
7571,Ganadería/Agro,2020-09-30
7572,Minería/Servicios,2020-09-30
7573,Minería/Servicios,2020-09-30
7574,Ganadería/Agro,2020-09-30
7575,Independientes,2020-09-30
7576,Minería/Servicios,2020-09-30
7577,Comercio Minorista,2020-10-01
7578,Independientes,2020-10-01
7579,Independientes,2020-10-01
7580,Minería/Servicios,2020-10-01
7581,Independientes,2020-10-01
7582,Independientes,2020-10-01
7583,Minería/Servicios,2020-10-01
7584,Minería/Servicios,2020-10-01
7585,Independientes,2020-10-01
7586,Comercio Minorista,2020-10-01
7587,Ganadería/Agro,2020-10-01
7588,Independientes,2020-10-01
7589,Independientes,2020-10-01
7590,Comercio Minorista,2020-10-01
7591,Independientes,2020-10-01
7592,Independientes,2020-10-01
7593,Ganadería/Agro,2020-10-01
7594,Ganadería/Agro,2020-10-01
7595,Ganadería/Agro,2020-10-01
7596,Minería/Servicios,2020-10-01
7597,Minería/Servicios,2020-10-01
7598,Ganadería/Agro,2020-10-01
7599,Ganadería/Agro,2020-10-01
7600,Minería/Servicios,2020-10-01
7601,Comercio Minorista,2020-10-02
7602,Independientes,2020-10-02
7603,Independientes,2020-10-02
7604,Ganadería/Agro,2020-10-02
7605,Comercio Minorista,2020-10-02
7606,Minería/Servicios,2020-10-02
7607,Ganadería/Agro,2020-10-02
7608,Comercio Minorista,2020-10-02
7609,Comercio Minorista,2020-10-02
7610,Comercio Minorista,2020-10-02
7611,Minería/Servicios,2020-10-02
7612,Minería/Servicios,2020-10-02
7613,Independientes,2020-10-02
7614,Independientes,2020-10-02
7615,Comercio Minorista,2020-10-02
7616,Comercio Minorista,2020-10-02
7617,Minería/Servicios,2020-10-02
7618,Independientes,2020-10-02
7619,Comercio Minorista,2020-10-02
7620,Independientes,2020-10-02
7621,Independientes,2020-10-02
7622,Comercio Minorista,2020-10-02
7623,Minería/Servicios,2020-10-02
7624,Comercio Minorista,2020-10-02
7625,Comercio Minorista,2020-10-03
7626,Independientes,2020-10-03
7627,Comercio Minorista,2020-10-03
7628,Minería/Servicios,2020-10-03
7629,Comercio Minorista,2020-10-03
7630,Minería/Servicios,2020-10-03
7631,Minería/Servicios,2020-10-03
7632,Independientes,2020-10-03
7633,Ganadería/Agro,2020-10-03
7634,Ganadería/Agro,2020-10-03
7635,Independientes,2020-10-03
7636,Comercio Minorista,2020-10-03
7637,Independientes,2020-10-03
7638,Minería/Servicios,2020-10-03
7639,Ganadería/Agro,2020-10-03
7640,Independientes,2020-10-03
7641,Comercio Minorista,2020-10-03
7642,Independientes,2020-10-03
7643,Ganadería/Agro,2020-10-03
7644,Independientes,2020-10-03
7645,Independientes,2020-10-03
7646,Ganadería/Agro,2020-10-03
7647,Minería/Servicios,2020-10-03
7648,Minería/Servicios,2020-10-03
7649,Ganadería/Agro,2020-10-04
7650,Independientes,2020-10-04
7651,Ganadería/Agro,2020-10-04
7652,Minería/Servicios,2020-10-04
7653,Comercio Minorista,2020-10-04
7654,Independientes,2020-10-04
7655,Minería/Servicios,2020-10-04
7656,Independientes,2020-10-04
7657,Ganadería/Agro,2020-10-04
7658,Comercio Minorista,2020-10-04
7659,Ganadería/Agro,2020-10-04
7660,Comercio Minorista,2020-10-04
7661,Independientes,2020-10-04
7662,Independientes,2020-10-04
7663,Ganadería/Agro,2020-10-04
7664,Comercio Minorista,2020-10-04
7665,Comercio Minorista,2020-10-04
7666,Independientes,2020-10-04
7667,Ganadería/Agro,2020-10-04
7668,Comercio Minorista,2020-10-04
7669,Independientes,2020-10-04
7670,Minería/Servicios,2020-10-04
7671,Ganadería/Agro,2020-10-04
7672,Minería/Servicios,2020-10-04
7673,Ganadería/Agro,2020-10-05
7674,Independientes,2020-10-05
7675,Comercio Minorista,2020-10-05
7676,Comercio Minorista,2020-10-05
7677,Comercio Minorista,2020-10-05
7678,Ganadería/Agro,2020-10-05
7679,Independientes,2020-10-05
7680,Minería/Servicios,2020-10-05
7681,Independientes,2020-10-05
7682,Minería/Servicios,2020-10-05
7683,Ganadería/Agro,2020-10-05
7684,Ganadería/Agro,2020-10-05
7685,Minería/Servicios,2020-10-05
7686,Minería/Servicios,2020-10-05
7687,Minería/Servicios,2020-10-05
7688,Independientes,2020-10-05
7689,Minería/Servicios,2020-10-05
7690,Ganadería/Agro,2020-10-05
7691,Ganadería/Agro,2020-10-05
7692,Comercio Minorista,2020-10-05
7693,Minería/Servicios,2020-10-05
7694,Independientes,2020-10-05
7695,Independientes,2020-10-05
7696,Independientes,2020-10-05
7697,Comercio Minorista,2020-10-06
7698,Ganadería/Agro,2020-10-06
7699,Independientes,2020-10-06
7700,Ganadería/Agro,2020-10-06
7701,Comercio Minorista,2020-10-06
7702,Minería/Servicios,2020-10-06
7703,Minería/Servicios,2020-10-06
7704,Minería/Servicios,2020-10-06
7705,Independientes,2020-10-06
7706,Minería/Servicios,2020-10-06
7707,Independientes,2020-10-06
7708,Comercio Minorista,2020-10-06
7709,Comercio Minorista,2020-10-06
7710,Independientes,2020-10-06
7711,Ganadería/Agro,2020-10-06
7712,Minería/Servicios,2020-10-06
7713,Minería/Servicios,2020-10-06
7714,Minería/Servicios,2020-10-06
7715,Independientes,2020-10-06
7716,Comercio Minorista,2020-10-06
7717,Minería/Servicios,2020-10-06
7718,Comercio Minorista,2020-10-06
7719,Minería/Servicios,2020-10-06
7720,Minería/Servicios,2020-10-06
7721,Independientes,2020-10-07
7722,Ganadería/Agro,2020-10-07
7723,Independientes,2020-10-07
7724,Minería/Servicios,2020-10-07
7725,Minería/Servicios,2020-10-07
7726,Ganadería/Agro,2020-10-07
7727,Comercio Minorista,2020-10-07
7728,Comercio Minorista,2020-10-07
7729,Minería/Servicios,2020-10-07
7730,Comercio Minorista,2020-10-07
7731,Minería/Servicios,2020-10-07
7732,Ganadería/Agro,2020-10-07
7733,Ganadería/Agro,2020-10-07
7734,Minería/Servicios,2020-10-07
7735,Ganadería/Agro,2020-10-07
7736,Independientes,2020-10-07
7737,Independientes,2020-10-07
7738,Ganadería/Agro,2020-10-07
7739,Minería/Servicios,2020-10-07
7740,Minería/Servicios,2020-10-07
7741,Ganadería/Agro,2020-10-07
7742,Comercio Minorista,2020-10-07
7743,Independientes,2020-10-07
7744,Comercio Minorista,2020-10-07
7745,Minería/Servicios,2020-10-08
7746,Minería/Servicios,2020-10-08
7747,Comercio Minorista,2020-10-08
7748,Ganadería/Agro,2020-10-08
7749,Comercio Minorista,2020-10-08
7750,Comercio Minorista,2020-10-08
7751,Independientes,2020-10-08
7752,Independientes,2020-10-08
7753,Comercio Minorista,2020-10-08
7754,Comercio Minorista,2020-10-08
7755,Minería/Servicios,2020-10-08
7756,Independientes,2020-10-08
7757,Independientes,2020-10-08
7758,Minería/Servicios,2020-10-08
7759,Ganadería/Agro,2020-10-08
7760,Independientes,2020-10-08
7761,Independientes,2020-10-08
7762,Ganadería/Agro,2020-10-08
7763,Independientes,2020-10-08
7764,Independientes,2020-10-08
7765,Ganadería/Agro,2020-10-08
7766,Ganadería/Agro,2020-10-08
7767,Comercio Minorista,2020-10-08
7768,Minería/Servicios,2020-10-08
7769,Minería/Servicios,2020-10-09
7770,Ganadería/Agro,2020-10-09
7771,Ganadería/Agro,2020-10-09
7772,Independientes,2020-10-09
7773,Comercio Minorista,2020-10-09
7774,Comercio Minorista,2020-10-09
7775,Ganadería/Agro,2020-10-09
7776,Independientes,2020-10-09
7777,Independientes,2020-10-09
7778,Minería/Servicios,2020-10-09
7779,Minería/Servicios,2020-10-09
7780,Independientes,2020-10-09
7781,Minería/Servicios,2020-10-09
7782,Ganadería/Agro,2020-10-09
7783,Independientes,2020-10-09
7784,Minería/Servicios,2020-10-09
7785,Comercio Minorista,2020-10-09
7786,Independientes,2020-10-09
7787,Independientes,2020-10-09
7788,Comercio Minorista,2020-10-09
7789,Ganadería/Agro,2020-10-09
7790,Comercio Minorista,2020-10-09
7791,Independientes,2020-10-09
7792,Ganadería/Agro,2020-10-09
7793,Minería/Servicios,2020-10-10
7794,Minería/Servicios,2020-10-10
7795,Minería/Servicios,2020-10-10
7796,Independientes,2020-10-10
7797,Comercio Minorista,2020-10-10
7798,Ganadería/Agro,2020-10-10
7799,Minería/Servicios,2020-10-10
7800,Ganadería/Agro,2020-10-10
7801,Independientes,2020-10-10
7802,Minería/Servicios,2020-10-10
7803,Independientes,2020-10-10
7804,Comercio Minorista,2020-10-10
7805,Independientes,2020-10-10
7806,Independientes,2020-10-10
7807,Comercio Minorista,2020-10-10
7808,Ganadería/Agro,2020-10-10
7809,Comercio Minorista,2020-10-10
7810,Comercio Minorista,2020-10-10
7811,Independientes,2020-10-10
7812,Ganadería/Agro,2020-10-10
7813,Minería/Servicios,2020-10-10
7814,Comercio Minorista,2020-10-10
7815,Ganadería/Agro,2020-10-10
7816,Comercio Minorista,2020-10-10
7817,Comercio Minorista,2020-10-11
7818,Comercio Minorista,2020-10-11
7819,Comercio Minorista,2020-10-11
7820,Independientes,2020-10-11
7821,Ganadería/Agro,2020-10-11
7822,Ganadería/Agro,2020-10-11
7823,Ganadería/Agro,2020-10-11
7824,Comercio Minorista,2020-10-11
7825,Independientes,2020-10-11
7826,Comercio Minorista,2020-10-11
7827,Comercio Minorista,2020-10-11
7828,Ganadería/Agro,2020-10-11
7829,Comercio Minorista,2020-10-11
7830,Minería/Servicios,2020-10-11
7831,Comercio Minorista,2020-10-11
7832,Minería/Servicios,2020-10-11
7833,Comercio Minorista,2020-10-11
7834,Independientes,2020-10-11
7835,Independientes,2020-10-11
7836,Ganadería/Agro,2020-10-11
7837,Comercio Minorista,2020-10-11
7838,Minería/Servicios,2020-10-11
7839,Minería/Servicios,2020-10-11
7840,Comercio Minorista,2020-10-11
7841,Minería/Servicios,2020-10-12
7842,Independientes,2020-10-12
7843,Minería/Servicios,2020-10-12
7844,Ganadería/Agro,2020-10-12
7845,Independientes,2020-10-12
7846,Independientes,2020-10-12
7847,Independientes,2020-10-12
7848,Comercio Minorista,2020-10-12
7849,Comercio Minorista,2020-10-12
7850,Independientes,2020-10-12
7851,Comercio Minorista,2020-10-12
7852,Minería/Servicios,2020-10-12
7853,Comercio Minorista,2020-10-12
7854,Comercio Minorista,2020-10-12
7855,Independientes,2020-10-12
7856,Ganadería/Agro,2020-10-12
7857,Ganadería/Agro,2020-10-12
7858,Ganadería/Agro,2020-10-12
7859,Minería/Servicios,2020-10-12
7860,Comercio Minorista,2020-10-12
7861,Ganadería/Agro,2020-10-12
7862,Independientes,2020-10-12
7863,Ganadería/Agro,2020-10-12
7864,Ganadería/Agro,2020-10-12
7865,Comercio Minorista,2020-10-13
7866,Comercio Minorista,2020-10-13
7867,Comercio Minorista,2020-10-13
7868,Minería/Servicios,2020-10-13
7869,Minería/Servicios,2020-10-13
7870,Ganadería/Agro,2020-10-13
7871,Comercio Minorista,2020-10-13
7872,Ganadería/Agro,2020-10-13
7873,Independientes,2020-10-13
7874,Independientes,2020-10-13
7875,Comercio Minorista,2020-10-13
7876,Comercio Minorista,2020-10-13
7877,Independientes,2020-10-13
7878,Comercio Minorista,2020-10-13
7879,Minería/Servicios,2020-10-13
7880,Minería/Servicios,2020-10-13
7881,Comercio Minorista,2020-10-13
7882,Independientes,2020-10-13
7883,Ganadería/Agro,2020-10-13
7884,Comercio Minorista,2020-10-13
7885,Comercio Minorista,2020-10-13
7886,Ganadería/Agro,2020-10-13
7887,Comercio Minorista,2020-10-13
7888,Ganadería/Agro,2020-10-13
7889,Independientes,2020-10-14
7890,Minería/Servicios,2020-10-14
7891,Independientes,2020-10-14
7892,Minería/Servicios,2020-10-14
7893,Ganadería/Agro,2020-10-14
7894,Minería/Servicios,2020-10-14
7895,Independientes,2020-10-14
7896,Minería/Servicios,2020-10-14
7897,Ganadería/Agro,2020-10-14
7898,Minería/Servicios,2020-10-14
7899,Comercio Minorista,2020-10-14
7900,Independientes,2020-10-14
7901,Comercio Minorista,2020-10-14
7902,Ganadería/Agro,2020-10-14
7903,Minería/Servicios,2020-10-14
7904,Comercio Minorista,2020-10-14
7905,Comercio Minorista,2020-10-14
7906,Minería/Servicios,2020-10-14
7907,Minería/Servicios,2020-10-14
7908,Independientes,2020-10-14
7909,Comercio Minorista,2020-10-14
7910,Comercio Minorista,2020-10-14
7911,Ganadería/Agro,2020-10-14
7912,Independientes,2020-10-14
7913,Ganadería/Agro,2020-10-15
7914,Comercio Minorista,2020-10-15
7915,Ganadería/Agro,2020-10-15
7916,Comercio Minorista,2020-10-15
7917,Comercio Minorista,2020-10-15
7918,Ganadería/Agro,2020-10-15
7919,Ganadería/Agro,2020-10-15
7920,Minería/Servicios,2020-10-15
7921,Minería/Servicios,2020-10-15
7922,Minería/Servicios,2020-10-15
7923,Comercio Minorista,2020-10-15
7924,Ganadería/Agro,2020-10-15
7925,Independientes,2020-10-15
7926,Comercio Minorista,2020-10-15
7927,Independientes,2020-10-15
7928,Ganadería/Agro,2020-10-15
7929,Comercio Minorista,2020-10-15
7930,Independientes,2020-10-15
7931,Independientes,2020-10-15
7932,Minería/Servicios,2020-10-15
7933,Minería/Servicios,2020-10-15
7934,Minería/Servicios,2020-10-15
7935,Comercio Minorista,2020-10-15
7936,Ganadería/Agro,2020-10-15
7937,Ganadería/Agro,2020-10-16
7938,Minería/Servicios,2020-10-16
7939,Minería/Servicios,2020-10-16
7940,Minería/Servicios,2020-10-16
7941,Independientes,2020-10-16
7942,Minería/Servicios,2020-10-16
7943,Independientes,2020-10-16
7944,Ganadería/Agro,2020-10-16
7945,Comercio Minorista,2020-10-16
7946,Comercio Minorista,2020-10-16
7947,Comercio Minorista,2020-10-16
7948,Comercio Minorista,2020-10-16
7949,Independientes,2020-10-16
7950,Independientes,2020-10-16
7951,Minería/Servicios,2020-10-16
7952,Independientes,2020-10-16
7953,Minería/Servicios,2020-10-16
7954,Minería/Servicios,2020-10-16
7955,Comercio Minorista,2020-10-16
7956,Independientes,2020-10-16
7957,Independientes,2020-10-16
7958,Minería/Servicios,2020-10-16
7959,Minería/Servicios,2020-10-16
7960,Ganadería/Agro,2020-10-16
7961,Ganadería/Agro,2020-10-17
7962,Minería/Servicios,2020-10-17
7963,Ganadería/Agro,2020-10-17
7964,Ganadería/Agro,2020-10-17
7965,Minería/Servicios,2020-10-17
7966,Minería/Servicios,2020-10-17
7967,Independientes,2020-10-17
7968,Minería/Servicios,2020-10-17
7969,Minería/Servicios,2020-10-17
7970,Comercio Minorista,2020-10-17
7971,Independientes,2020-10-17
7972,Independientes,2020-10-17
7973,Independientes,2020-10-17
7974,Comercio Minorista,2020-10-17
7975,Minería/Servicios,2020-10-17
7976,Independientes,2020-10-17
7977,Independientes,2020-10-17
7978,Ganadería/Agro,2020-10-17
7979,Independientes,2020-10-17
7980,Minería/Servicios,2020-10-17
7981,Minería/Servicios,2020-10-17
7982,Ganadería/Agro,2020-10-17
7983,Independientes,2020-10-17
7984,Independientes,2020-10-17
7985,Independientes,2020-10-18
7986,Comercio Minorista,2020-10-18
7987,Independientes,2020-10-18
7988,Minería/Servicios,2020-10-18
7989,Minería/Servicios,2020-10-18
7990,Comercio Minorista,2020-10-18
7991,Comercio Minorista,2020-10-18
7992,Independientes,2020-10-18
7993,Ganadería/Agro,2020-10-18
7994,Comercio Minorista,2020-10-18
7995,Comercio Minorista,2020-10-18
7996,Independientes,2020-10-18
7997,Independientes,2020-10-18
7998,Comercio Minorista,2020-10-18
7999,Ganadería/Agro,2020-10-18
8000,Comercio Minorista,2020-10-18
8001,Independientes,2020-10-18
8002,Independientes,2020-10-18
8003,Comercio Minorista,2020-10-18
8004,Ganadería/Agro,2020-10-18
8005,Comercio Minorista,2020-10-18
8006,Comercio Minorista,2020-10-18
8007,Independientes,2020-10-18
8008,Ganadería/Agro,2020-10-18
8009,Minería/Servicios,2020-10-19
8010,Ganadería/Agro,2020-10-19
8011,Comercio Minorista,2020-10-19
8012,Comercio Minorista,2020-10-19
8013,Comercio Minorista,2020-10-19
8014,Ganadería/Agro,2020-10-19
8015,Independientes,2020-10-19
8016,Comercio Minorista,2020-10-19
8017,Comercio Minorista,2020-10-19
8018,Ganadería/Agro,2020-10-19
8019,Minería/Servicios,2020-10-19
8020,Minería/Servicios,2020-10-19
8021,Independientes,2020-10-19
8022,Independientes,2020-10-19
8023,Comercio Minorista,2020-10-19
8024,Ganadería/Agro,2020-10-19
8025,Comercio Minorista,2020-10-19
8026,Independientes,2020-10-19
8027,Ganadería/Agro,2020-10-19
8028,Ganadería/Agro,2020-10-19
8029,Independientes,2020-10-19
8030,Minería/Servicios,2020-10-19
8031,Minería/Servicios,2020-10-19
8032,Ganadería/Agro,2020-10-19
8033,Comercio Minorista,2020-10-20
8034,Minería/Servicios,2020-10-20
8035,Comercio Minorista,2020-10-20
8036,Minería/Servicios,2020-10-20
8037,Minería/Servicios,2020-10-20
8038,Comercio Minorista,2020-10-20
8039,Independientes,2020-10-20
8040,Minería/Servicios,2020-10-20
8041,Minería/Servicios,2020-10-20
8042,Comercio Minorista,2020-10-20
8043,Independientes,2020-10-20
8044,Minería/Servicios,2020-10-20
8045,Minería/Servicios,2020-10-20
8046,Independientes,2020-10-20
